Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,PerformanceRating,YearsAtCompany,YearsInCurrentRole,MonthlyIncome
49,No,Travel_Frequently,Sales,2,Medical,Male,Sales Executive,3,9,6,5390
34,No,Travel_Rarely,Research & Development,8,Medical,Male,Laboratory Technician,3,4,3,4404
41,Yes,Travel_Rarely,Sales,1,Life Sciences,Female,Sales Executive,3,6,4,5993
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,Male,Laboratory Technician,3,4,2,2028
36,Yes,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,4,5,3,3407
34,Yes,Travel_Rarely,Research & Development,6,Medical,Male,Research Scientist,3,4,2,2960
32,Yes,Travel_Frequently,Research & Development,16,Life Sciences,Female,Research Scientist,4,10,2,3919
39,Yes,Travel_Rarely,Sales,5,Technical Degree,Male,Sales Representative,3,1,0,2086
24,Yes,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,3,2,0,2293
50,Yes,Travel_Rarely,Sales,3,Marketing,Male,Sales Representative,3,3,2,2683
26,Yes,Travel_Rarely,Research & Development,25,Life Sciences,Male,Laboratory Technician,3,1,0,2293
41,Yes,Travel_Rarely,Research & Development,12,Technical Degree,Female,Research Director,3,22,15,19545
48,Yes,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,1,0,5381
36,Yes,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,1,0,3388
46,Yes,Travel_Rarely,Sales,9,Medical,Male,Sales Executive,3,9,8,9619
37,Yes,Travel_Rarely,Human Resources,6,Human Resources,Male,Human Resources,4,3,2,2073
25,Yes,Travel_Rarely,Sales,5,Marketing,Male,Sales Executive,3,6,4,5744
34,Yes,Travel_Frequently,Research & Development,7,Life Sciences,Male,Laboratory Technician,4,9,7,6074
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
31,Yes,Travel_Rarely,Sales,6,Life Sciences,Male,Sales Executive,3,7,7,6172
19,Yes,Travel_Rarely,Sales,22,Marketing,Male,Sales Representative,3,0,0,1675
31,Yes,Travel_Rarely,Sales,20,Life Sciences,Female,Sales Executive,3,2,2,4559
51,Yes,Travel_Frequently,Research & Development,8,Life Sciences,Male,Manufacturing Director,3,4,2,10650
32,Yes,Travel_Rarely,Research & Development,9,Medical,Female,Laboratory Technician,4,5,4,4200
19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,1,0,1102
41,Yes,Travel_Rarely,Sales,20,Marketing,Female,Sales Representative,4,4,3,3140
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,Male,Manufacturing Director,3,1,0,5916
38,Yes,Travel_Rarely,Research & Development,29,Medical,Male,Healthcare Representative,3,1,0,6673
29,Yes,Travel_Rarely,Sales,27,Marketing,Female,Sales Executive,4,10,4,7639
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,Female,Research Scientist,3,5,2,2657
30,Yes,Travel_Frequently,Sales,26,Marketing,Female,Sales Executive,3,6,3,6696
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,6,2,2058
33,Yes,Travel_Rarely,Research & Development,14,Medical,Male,Laboratory Technician,3,5,4,2436
33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,9,7,2707
37,Yes,Travel_Frequently,Research & Development,10,Medical,Male,Manufacturing Director,3,1,0,10048
31,Yes,Travel_Frequently,Research & Development,29,Medical,Male,Laboratory Technician,3,5,4,3479
28,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,0,0,3485
44,Yes,Travel_Frequently,Research & Development,24,Life Sciences,Male,Laboratory Technician,4,1,0,3161
26,Yes,Travel_Rarely,Research & Development,16,Medical,Male,Laboratory Technician,3,3,2,2373
26,Yes,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,3,8,7,5828
52,Yes,Travel_Rarely,Research & Development,8,Medical,Male,Research Scientist,3,8,2,4941
39,Yes,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,3,1,0,5238
21,Yes,Travel_Frequently,Sales,1,Technical Degree,Female,Sales Representative,3,3,2,2174
33,Yes,Travel_Rarely,Sales,5,Marketing,Female,Sales Representative,3,1,0,2851
41,Yes,Travel_Frequently,Sales,4,Marketing,Male,Sales Executive,3,8,7,9355
21,Yes,Travel_Rarely,Sales,12,Life Sciences,Female,Sales Representative,3,1,0,2716
30,Yes,Travel_Frequently,Research & Development,4,Technical Degree,Male,Research Scientist,4,1,0,2285
25,Yes,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,3,2,2,4031
24,Yes,Travel_Rarely,Sales,1,Technical Degree,Female,Sales Representative,3,5,3,3202
34,Yes,Travel_Frequently,Sales,6,Marketing,Female,Sales Representative,3,2,2,2351
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,Female,Research Scientist,3,2,2,2546
33,Yes,Travel_Rarely,Research & Development,15,Medical,Male,Manager,3,7,6,13610
33,Yes,Travel_Rarely,Research & Development,10,Medical,Male,Laboratory Technician,3,4,3,3408
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,Male,Healthcare Representative,3,1,0,9824
34,Yes,Travel_Frequently,Human Resources,23,Human Resources,Female,Human Resources,3,3,2,9950
22,Yes,Travel_Frequently,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,2,2,3894
18,Yes,Travel_Frequently,Sales,5,Marketing,Male,Sales Representative,3,0,0,1878
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,Male,Laboratory Technician,3,1,0,2340
24,Yes,Travel_Frequently,Research & Development,7,Life Sciences,Female,Laboratory Technician,3,6,3,2886
30,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Representative,3,1,0,2033
31,Yes,Travel_Rarely,Sales,13,Medical,Male,Sales Executive,3,3,1,4233
27,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Representative,3,4,3,3041
20,Yes,Travel_Rarely,Research & Development,10,Medical,Male,Research Scientist,3,1,0,1009
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,Research Scientist,3,10,8,3348
24,Yes,Travel_Rarely,Sales,3,Life Sciences,Female,Sales Executive,3,2,2,4577
50,Yes,Travel_Frequently,Sales,8,Technical Degree,Male,Sales Executive,3,4,3,6796
42,Yes,Travel_Frequently,Research & Development,19,Medical,Male,Research Scientist,3,2,2,2759
47,Yes,Travel_Frequently,Sales,27,Life Sciences,Female,Sales Executive,3,5,4,6397
55,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Manager,3,5,2,19859
23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,4,0,0,1601
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Director,3,31,15,19246
28,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,2,2,4382
55,Yes,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,3,9,7,5160
26,Yes,Travel_Frequently,Research & Development,5,Medical,Female,Research Scientist,3,8,7,2366
29,Yes,Travel_Rarely,Sales,1,Medical,Female,Sales Representative,3,3,2,2800
32,Yes,Travel_Rarely,Research & Development,25,Life Sciences,Male,Laboratory Technician,4,1,0,2795
58,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,1,0,2380
20,Yes,Travel_Rarely,Sales,2,Medical,Female,Sales Representative,3,2,2,2044
21,Yes,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,3,1,0,2693
39,Yes,Travel_Rarely,Research & Development,6,Medical,Male,Laboratory Technician,4,2,2,2404
19,Yes,Travel_Rarely,Sales,21,Other,Male,Sales Representative,3,1,0,2121
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
36,Yes,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,3,16,7,10325
37,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,14,1,10609
40,Yes,Non-Travel,Sales,24,Life Sciences,Female,Sales Executive,3,1,0,13194
31,Yes,Non-Travel,Research & Development,9,Medical,Male,Research Scientist,4,3,2,2321
29,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Scientist,4,0,0,2404
30,Yes,Travel_Rarely,Research & Development,22,Life Sciences,Female,Research Scientist,3,5,2,2132
35,Yes,Travel_Rarely,Research & Development,14,Other,Male,Laboratory Technician,4,4,2,3743
20,Yes,Travel_Rarely,Research & Development,11,Medical,Female,Research Scientist,3,1,0,2600
30,Yes,Travel_Frequently,Research & Development,5,Medical,Female,Laboratory Technician,3,3,2,2422
37,Yes,Travel_Rarely,Research & Development,11,Medical,Female,Healthcare Representative,3,1,0,4777
26,Yes,Non-Travel,Sales,29,Medical,Male,Sales Executive,3,2,2,4969
52,Yes,Travel_Rarely,Sales,2,Marketing,Female,Manager,3,32,14,19845
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
36,Yes,Travel_Rarely,Research & Development,15,Other,Male,Laboratory Technician,3,1,0,4834
26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Research Scientist,3,3,2,2042
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Laboratory Technician,3,1,0,1416
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,10,0,2461
28,Yes,Non-Travel,Research & Development,24,Technical Degree,Male,Healthcare Representative,3,10,7,8722
44,Yes,Travel_Rarely,Human Resources,1,Medical,Male,Human Resources,3,20,6,10482
35,Yes,Travel_Rarely,Sales,4,Technical Degree,Male,Sales Executive,4,8,7,9582
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,7,7,3691
26,Yes,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,4,1,1,2377
50,Yes,Travel_Frequently,Sales,1,Other,Male,Sales Executive,3,0,0,4728
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,18,7,12169
33,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Executive,3,5,2,8224
29,Yes,Travel_Rarely,Sales,23,Life Sciences,Female,Sales Executive,3,11,8,7336
42,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Executive,3,21,9,13758
43,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Executive,3,4,3,5346
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Scientist,3,6,4,2936
41,Yes,Non-Travel,Research & Development,5,Life Sciences,Male,Research Scientist,3,1,0,2107
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Laboratory Technician,3,1,0,2210
25,Yes,Travel_Frequently,Sales,24,Life Sciences,Male,Sales Representative,3,1,0,1118
45,Yes,Travel_Rarely,Sales,2,Marketing,Female,Manager,3,24,10,18824
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,4,2,2,2625
44,Yes,Travel_Rarely,Research & Development,15,Medical,Female,Healthcare Representative,3,10,7,7978
29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,Female,Laboratory Technician,3,7,7,3339
39,Yes,Travel_Rarely,Research & Development,23,Medical,Male,Research Scientist,3,5,2,3904
40,Yes,Travel_Rarely,Sales,25,Marketing,Male,Sales Executive,3,5,4,9094
52,Yes,Travel_Rarely,Sales,5,Life Sciences,Male,Sales Executive,3,8,7,8446
44,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Male,Laboratory Technician,3,3,2,2362
58,Yes,Travel_Rarely,Research & Development,7,Medical,Female,Manufacturing Director,3,10,9,10008
55,Yes,Travel_Rarely,Sales,13,Marketing,Male,Sales Executive,3,19,7,13695
35,Yes,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,4,2,4614
31,Yes,Travel_Rarely,Research & Development,22,Medical,Male,Manufacturing Director,3,10,2,6179
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,8,2,2394
49,Yes,Travel_Frequently,Research & Development,28,Life Sciences,Male,Laboratory Technician,4,4,3,4284
29,Yes,Travel_Frequently,Research & Development,14,Other,Female,Healthcare Representative,3,8,7,7553
31,Yes,Travel_Frequently,Sales,1,Life Sciences,Female,Sales Representative,3,1,0,1359
25,Yes,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,3,3,2,4400
46,Yes,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,3,7,7,10096
39,Yes,Non-Travel,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,1,0,3646
31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,10,8,7446
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,Female,Human Resources,3,2,2,2742
28,Yes,Travel_Frequently,Sales,1,Technical Degree,Male,Sales Representative,3,3,2,2909
24,Yes,Travel_Frequently,Research & Development,9,Medical,Male,Laboratory Technician,3,0,0,3172
28,Yes,Travel_Frequently,Research & Development,2,Medical,Male,Laboratory Technician,3,0,0,2561
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,9,7,2362
30,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,10,8,9714
53,Yes,Travel_Rarely,Research & Development,2,Technical Degree,Female,Manufacturing Director,3,33,7,10169
38,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Manufacturing Director,3,5,2,4855
28,Yes,Travel_Rarely,Research & Development,24,Medical,Male,Laboratory Technician,3,1,1,2408
35,Yes,Travel_Rarely,Sales,10,Medical,Male,Sales Executive,3,13,12,10306
35,Yes,Travel_Rarely,Sales,15,Medical,Male,Sales Executive,3,2,2,5440
40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,3,4,2,2166
35,Yes,Travel_Frequently,Sales,12,Other,Male,Sales Executive,4,11,9,4581
23,Yes,Travel_Rarely,Research & Development,8,Medical,Male,Laboratory Technician,3,5,4,3989
48,Yes,Travel_Frequently,Sales,7,Medical,Female,Sales Representative,3,9,7,2655
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,1,0,1393
23,Yes,Travel_Rarely,Sales,7,Life Sciences,Male,Sales Representative,4,3,2,2275
47,Yes,Travel_Frequently,Sales,9,Life Sciences,Male,Sales Executive,3,23,5,12936
36,Yes,Travel_Rarely,Sales,13,Marketing,Male,Sales Executive,3,2,2,6134
32,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,0,0,6735
30,Yes,Travel_Frequently,Human Resources,8,Human Resources,Female,Human Resources,3,4,2,2180
29,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Representative,3,2,2,2760
33,Yes,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,4,0,0,8564
43,Yes,Travel_Frequently,Research & Development,17,Technical Degree,Male,Research Scientist,3,1,0,2437
35,Yes,Travel_Rarely,Sales,27,Life Sciences,Male,Sales Executive,3,10,7,5813
26,Yes,Travel_Rarely,Human Resources,20,Medical,Female,Human Resources,3,5,1,2148
46,Yes,Travel_Rarely,Research & Development,21,Medical,Female,Healthcare Representative,4,9,7,8926
31,Yes,Travel_Rarely,Human Resources,18,Human Resources,Male,Human Resources,3,1,0,2956
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,3,2,2,2335
32,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,2,2,9907
29,Yes,Travel_Frequently,Research & Development,24,Life Sciences,Male,Research Scientist,4,1,0,2439
46,Yes,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Executive,4,8,7,7314
30,Yes,Travel_Rarely,Sales,9,Medical,Male,Sales Representative,3,1,0,1081
22,Yes,Travel_Rarely,Research & Development,7,Life Sciences,Male,Research Scientist,4,1,0,2472
34,Yes,Non-Travel,Research & Development,16,Technical Degree,Male,Research Scientist,4,5,2,2307
56,Yes,Travel_Rarely,Research & Development,24,Life Sciences,Male,Laboratory Technician,3,4,2,2587
28,Yes,Travel_Rarely,Sales,13,Marketing,Female,Sales Executive,3,2,0,9854
32,Yes,Travel_Frequently,Research & Development,5,Life Sciences,Female,Research Scientist,3,4,1,2432
27,Yes,Travel_Frequently,Human Resources,22,Human Resources,Female,Human Resources,3,1,0,2863
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,Male,Laboratory Technician,3,4,1,2367
31,Yes,Travel_Frequently,Sales,26,Marketing,Male,Sales Executive,3,10,7,5617
23,Yes,Travel_Frequently,Sales,9,Marketing,Male,Sales Representative,3,1,0,1790
29,Yes,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,3,2,2,4787
50,Yes,Travel_Frequently,Sales,1,Life Sciences,Male,Sales Executive,3,6,3,6728
50,Yes,Travel_Rarely,Sales,28,Marketing,Male,Sales Executive,3,3,2,10854
35,Yes,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,4,2,4614
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
29,Yes,Travel_Frequently,Research & Development,14,Other,Female,Healthcare Representative,3,8,7,7553
19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,1,0,1102
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
50,Yes,Travel_Rarely,Sales,3,Marketing,Male,Sales Representative,3,3,2,2683
25,Yes,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,3,2,2,4031
24,Yes,Travel_Rarely,Sales,3,Life Sciences,Female,Sales Executive,3,2,2,4577
18,Yes,Travel_Frequently,Sales,5,Marketing,Male,Sales Representative,3,0,0,1878
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,18,7,12169
21,Yes,Travel_Frequently,Sales,1,Technical Degree,Female,Sales Representative,3,3,2,2174
28,Yes,Travel_Frequently,Research & Development,2,Medical,Male,Laboratory Technician,3,0,0,2561
46,Yes,Travel_Rarely,Research & Development,21,Medical,Female,Healthcare Representative,4,9,7,8926
53,Yes,Travel_Rarely,Research & Development,2,Technical Degree,Female,Manufacturing Director,3,33,7,10169
37,Yes,Travel_Rarely,Research & Development,11,Medical,Female,Healthcare Representative,3,1,0,4777
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,7,7,3691
35,Yes,Travel_Rarely,Sales,4,Technical Degree,Male,Sales Executive,4,8,7,9582
58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Director,3,31,15,19246
48,Yes,Travel_Frequently,Sales,7,Medical,Female,Sales Representative,3,9,7,2655
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,Male,Manufacturing Director,3,1,0,5916
43,Yes,Travel_Frequently,Research & Development,17,Technical Degree,Male,Research Scientist,3,1,0,2437
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,8,2,2394
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
27,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Representative,3,4,3,3041
42,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Executive,3,21,9,13758
26,Yes,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,3,8,7,5828
29,Yes,Travel_Frequently,Research & Development,14,Other,Female,Healthcare Representative,3,8,7,7553
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,8,2,2394
29,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Scientist,4,0,0,2404
28,Yes,Travel_Rarely,Sales,13,Marketing,Female,Sales Executive,3,2,0,9854
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
32,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,2,2,9907
45,Yes,Travel_Rarely,Sales,2,Marketing,Female,Manager,3,24,10,18824
39,Yes,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,3,1,0,5238
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,4,2,2,2625
26,Yes,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,3,8,7,5828
26,Yes,Travel_Rarely,Human Resources,20,Medical,Female,Human Resources,3,5,1,2148
30,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,10,8,9714
38,Yes,Travel_Rarely,Research & Development,29,Medical,Male,Healthcare Representative,3,1,0,6673
31,Yes,Travel_Rarely,Sales,20,Life Sciences,Female,Sales Executive,3,2,2,4559
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Scientist,3,6,4,2936
41,Yes,Travel_Frequently,Sales,4,Marketing,Male,Sales Executive,3,8,7,9355
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,4,2,2,2625
55,Yes,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,3,9,7,5160
21,Yes,Travel_Frequently,Sales,1,Technical Degree,Female,Sales Representative,3,3,2,2174
33,Yes,Travel_Rarely,Research & Development,15,Medical,Male,Manager,3,7,6,13610
41,Yes,Travel_Rarely,Sales,1,Life Sciences,Female,Sales Executive,3,6,4,5993
34,Yes,Travel_Frequently,Human Resources,23,Human Resources,Female,Human Resources,3,3,2,9950
49,Yes,Travel_Frequently,Research & Development,28,Life Sciences,Male,Laboratory Technician,4,4,3,4284
35,Yes,Travel_Rarely,Research & Development,14,Other,Male,Laboratory Technician,4,4,2,3743
30,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Representative,3,1,0,2033
37,Yes,Travel_Frequently,Research & Development,10,Medical,Male,Manufacturing Director,3,1,0,10048
28,Yes,Travel_Rarely,Sales,13,Marketing,Female,Sales Executive,3,2,0,9854
37,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,14,1,10609
32,Yes,Travel_Frequently,Research & Development,16,Life Sciences,Female,Research Scientist,4,10,2,3919
26,Yes,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,4,1,1,2377
22,Yes,Travel_Rarely,Research & Development,7,Life Sciences,Male,Research Scientist,4,1,0,2472
52,Yes,Travel_Rarely,Sales,2,Marketing,Female,Manager,3,32,14,19845
26,Yes,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,4,1,1,2377
36,Yes,Travel_Rarely,Sales,13,Marketing,Male,Sales Executive,3,2,2,6134
38,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Manufacturing Director,3,5,2,4855
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
33,Yes,Travel_Rarely,Research & Development,15,Medical,Male,Manager,3,7,6,13610
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,Female,Research Scientist,3,5,2,2657
45,Yes,Travel_Rarely,Sales,2,Marketing,Female,Manager,3,24,10,18824
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
42,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Executive,3,21,9,13758
30,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,10,8,9714
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,Female,Research Scientist,3,2,2,2546
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,Female,Research Scientist,3,2,2,2546
39,Yes,Travel_Rarely,Sales,5,Technical Degree,Male,Sales Representative,3,1,0,2086
36,Yes,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,4,5,3,3407
50,Yes,Travel_Rarely,Sales,3,Marketing,Male,Sales Representative,3,3,2,2683
26,Yes,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,3,8,7,5828
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,3,2,2,2335
30,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Representative,3,1,0,2033
30,Yes,Travel_Frequently,Research & Development,4,Technical Degree,Male,Research Scientist,4,1,0,2285
41,Yes,Travel_Rarely,Sales,20,Marketing,Female,Sales Representative,4,4,3,3140
36,Yes,Travel_Rarely,Research & Development,15,Other,Male,Laboratory Technician,3,1,0,4834
31,Yes,Travel_Rarely,Human Resources,18,Human Resources,Male,Human Resources,3,1,0,2956
30,Yes,Travel_Frequently,Research & Development,4,Technical Degree,Male,Research Scientist,4,1,0,2285
32,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,2,2,9907
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
29,Yes,Travel_Frequently,Research & Development,24,Life Sciences,Male,Research Scientist,4,1,0,2439
41,Yes,Travel_Rarely,Sales,1,Life Sciences,Female,Sales Executive,3,6,4,5993
41,Yes,Travel_Rarely,Sales,1,Life Sciences,Female,Sales Executive,3,6,4,5993
26,Yes,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,4,1,1,2377
34,Yes,Travel_Frequently,Research & Development,7,Life Sciences,Male,Laboratory Technician,4,9,7,6074
23,Yes,Travel_Frequently,Sales,9,Marketing,Male,Sales Representative,3,1,0,1790
39,Yes,Travel_Rarely,Sales,5,Technical Degree,Male,Sales Representative,3,1,0,2086
26,Yes,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,3,8,7,5828
56,Yes,Travel_Rarely,Research & Development,24,Life Sciences,Male,Laboratory Technician,3,4,2,2587
29,Yes,Travel_Frequently,Research & Development,14,Other,Female,Healthcare Representative,3,8,7,7553
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,9,7,2362
35,Yes,Travel_Frequently,Sales,12,Other,Male,Sales Executive,4,11,9,4581
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,1,0,1393
51,Yes,Travel_Frequently,Research & Development,8,Life Sciences,Male,Manufacturing Director,3,4,2,10650
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
37,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,14,1,10609
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,Male,Laboratory Technician,3,4,1,2367
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,9,7,2362
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Laboratory Technician,3,1,0,2210
25,Yes,Travel_Rarely,Sales,5,Marketing,Male,Sales Executive,3,6,4,5744
35,Yes,Travel_Rarely,Sales,15,Medical,Male,Sales Executive,3,2,2,5440
28,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,2,2,4382
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,8,2,2394
29,Yes,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,3,2,2,4787
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,Female,Human Resources,3,2,2,2742
35,Yes,Travel_Rarely,Research & Development,14,Other,Male,Laboratory Technician,4,4,2,3743
55,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Manager,3,5,2,19859
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
41,Yes,Travel_Rarely,Research & Development,12,Technical Degree,Female,Research Director,3,22,15,19545
